Latitude,Longitude,Location Name,Type,Level
17.2642,78.0178,Kothapally,AWC,1
17.2999,77.9975,Mirjapur,AWC,1
17.327,77.929,Shiva Reddypet II,AWC,1
17.3314,77.9069,Gangaram III,AWC,1
17.3417,77.8885,Rajeev Nagar Colony,AWC,1
17.3384,77.8872,Ambethekar Nagar Colony,AWC,1
17.3395,77.8971,Indira Nagar,AWC,1
17.3395,77.9077,Subash Nagar,AWC,1
17.3385,77.9004,Shivaram Nagar Colony,AWC,1
17.3385,77.8876,Riksha colony,AWC,1
17.3531,77.9044,Venkteshwara Colony,AWC,1
17.3356,77.8991,Gareeb Nagar Colony,AWC,1
17.353,77.9045,Alampally III,AWC,1
17.3712,77.9041,Kothagadi III,AWC,1
17.4454196,77.7042498,Jambapurthanda,AWC,1
17.3090232,78.1430813,Rajiv Gruhakalpa,AWC,1
17.3898,77.8644,Madanapally II,AWC,1
17.2546,77.8654,gottimukalla II,AWC,1
17.3616,77.9429,Dhannaram III,AWC,1
17.3545,77.9986,Kotalaguda II,AWC,1
17.3547,77.97,Pulsumamidi II,AWC,1
17.3081,77.775,Dharur III,AWC,1
17.2957,77.8454,Mominkalan II,AWC,1
17.3498,77.7242,Nagasamundar III,AWC,1
17.271,77.8179,Tarigoupula II,AWC,1
17.3105,77.7808,Munurusomaram II,AWC,1
17.3107,77.7808,Alipur,AWC,1
17.411,77.9924,Pulmamidi III,AWC,1
17.4102,77.9292,Ekamamidi III,AWC,1
17.3355925,77.902885,Gatevanampally II,AWC,1
17.4563,77.8933,Menapally Kalan,AWC,1
17.2017,78.0072,Kankal,AWC,1
17.2472,78.0097,Medipally Kalan-II,AWC,1
17.2573,78.0263,Chengomulu,AWC,1
17.2211,78.0334,Kadmur,AWC,1
17.3267,77.8646,Kottamguttatanda (Mini),AWC,1
17.2750527,78.1341725,Chechupally (Mini),AWC,1
17.2508,77.9089,Tekulabeeduthanda (Mini),AWC,1
17.3439,77.9248,Sreeramnagar Tanda (Mini),AWC,1
17.2957,77.8843,Burugupally tanda (Mini),AWC,1
17.3134,78.0286,Lalsingtanda (Mini),AWC,1
17.3134,77.7796,Kerelly (Mini),AWC,1
17.3107,77.7808,Kukinda (Mini),AWC,1
17.2467,77.7568,Gurudotlaurentanda (Mini),AWC,1
17.2616083,77.7797157,Bojanayaktanda (Mini),AWC,1
17.2467,77.7568,Jeedigadathanda (Mini),AWC,1
17.2854,77.9585,Maisamagadda (Mini),AWC,1
17.3189725,78.1209861,Matuguda (Mini),AWC,1
17.2931,77.9948,Dandugadtanda (Mini),AWC,1
17.2564,78.0265,Barlapally (Mini),AWC,1
17.3577366,77.9083537,Ramanguda (Mini),AWC,1
17.2768,77.8368,Inapur (Mini),AWC,1
17.3557,77.9028,Chencupally (Mini),AWC,1
17.1938,77.9312,Mariyapur (Mini),AWC,1
